,Year,Parcel,Transect,Code,Cover,Duplicate
1248,2020,FSL129,8,LELA2,1,NA
1249,2020,FSL129,10,SAEX,32,NA
1250,2020,FSL129,10,LETR5,29,NA
1251,2020,FSL129,10,JUARL,4,NA
1252,2020,FSL129,10,ERNA10,5,NA
1253,2020,FSL129,10,ATTO,3,NA
1254,2020,FSL130,2,SATR12,2,NA
1255,2020,FSL130,2,DISP,4,NA
1256,2020,FSL130,2,BAHY,5,NA
1257,2020,FSL130,2,ATTO,2,NA
1258,2020,FSL130,2,LELA2,1,NA
1259,2020,FSL130,4,DISP,3,NA
1260,2020,FSL130,4,SPAI,9,NA
1261,2020,FSL130,4,ERNA10,1,NA
1262,2020,FSL130,4,SAVE4,1,NA
1263,2020,FSL130,6,DISP,3,NA
1264,2020,FSL130,6,LELA2,1,NA
1265,2020,FSL130,6,SPAI,4,NA
1266,2020,FSL130,6,LETR5,28,NA
1267,2020,FSL130,6,GLLE3,1,NA
1268,2020,FSL130,8,ERNA10,2,NA
1269,2020,FSL130,8,SPAI,14,NA
1270,2020,FSL130,8,JUARL,2,NA
1271,2020,FSL130,8,ASLE8,4,NA
1272,2020,FSL130,10,ERNA10,2,NA
1273,2020,FSL130,10,SPAI,4,NA
1274,2020,FSL130,10,ASLE8,7,NA
1275,2020,FSL130,10,DISP,20,NA
1276,2020,FSL130,10,GLLE3,2,NA
1277,2020,FSL130,10,LETR5,1,NA
1278,2020,FSL130,10,APCA,2,NA
1279,2020,FSL130,10,ATTO,2,NA
1280,2020,FSL138,2,SPAI,18,NA
1281,2020,FSL138,2,LETR5,7,NA
1282,2020,FSL138,2,DISP,41,NA
1283,2020,FSL138,2,LELA2,2,NA
1284,2020,FSL138,2,GLLE3,2,NA
1285,2020,FSL138,2,POMO5,1,NA
1286,2020,FSL138,2,HEAN3,1,NA
1287,2020,FSL138,2,CAREX,1,NA
1288,2020,FSL138,2,SAEX,8,NA
1289,2020,FSL138,2,ROWOU,1,NA
1290,2020,FSL138,4,SPAI,6,NA
1291,2020,FSL138,4,LETR5,29,NA
1292,2020,FSL138,4,DISP,22,NA
1293,2020,FSL138,4,LELA2,7,NA
1294,2020,FSL138,4,SYAS3,1,NA
1295,2020,FSL138,4,BAHY,1,NA
1296,2020,FSL138,4,GLLE3,2,NA
1297,2020,FSL138,6,SPAI,1,NA
1298,2020,FSL138,6,LETR5,28,NA
1299,2020,FSL138,6,DISP,14,NA
1300,2020,FSL138,6,LELA2,2,NA
1301,2020,FSL138,6,SYAS3,1,NA
1302,2020,FSL138,6,BAHY,3,NA
1303,2020,FSL138,6,GLLE3,15,NA
1304,2020,FSL138,6,CRRU3,9,NA
1305,2020,FSL138,6,SICO2,1,NA
1306,2020,FSL138,6,ATTR,2,NA
1307,2020,FSL138,6,JUARL,1,NA
1308,2020,FSL138,8,DISP,35,NA
1309,2020,FSL138,8,LETR5,16,NA
1310,2020,FSL138,8,LELA2,2,NA
1311,2020,FSL138,8,SPAI,11,NA
1312,2020,FSL138,8,GLLE3,9,NA
1313,2020,FSL138,10,DISP,15,NA
1314,2020,FSL138,10,LETR5,39,NA
1315,2020,FSL138,10,HEAN3,18,NA
1316,2020,FSL138,10,JUARL,1,NA
1317,2020,FSL138,10,LELA2,6,NA
1318,2020,FSL138,10,ANCA10,2,NA
1319,2020,FSL138,10,CAREX,1,NA
1320,2020,FSL138,10,HENU,2,NA
1321,2020,FSL158,1,SAEX,23,NA
1322,2020,FSL158,1,LETR5,3,NA
1323,2020,FSL158,1,ERNA10,12,NA
1324,2020,FSL158,1,DISP,3,NA
1325,2020,FSL158,2,DISP,8,NA
1326,2020,FSL158,2,LETR5,32,NA
1327,2020,FSL158,2,ERNA10,1,NA
1328,2020,FSL158,2,GLLE3,3,NA
1329,2020,FSL158,2,SATR12,11,NA
1330,2020,FSL158,2,PHAU7,5,NA
1331,2020,FSL158,3,DISP,2,NA
1332,2020,FSL158,3,LETR5,19,NA
1333,2020,FSL158,3,ERNA10,48,NA
1334,2020,FSL158,3,GLLE3,8,NA
1335,2020,FSL158,4,LETR5,18,NA
1336,2020,FSL158,4,ERNA10,35,NA
1337,2020,FSL158,4,PHAU7,10,NA
1338,2020,FSL158,4,LELA2,4,NA
1339,2020,FSL158,4,ATSE2,3,NA
1340,2020,FSL158,5,LETR5,14,NA
1341,2020,FSL158,5,ROWOU,1,NA
1342,2020,FSL158,5,ERNA10,3,NA
1343,2020,FSL158,5,SAEX,35,NA
1344,2020,FSL158,6,LETR5,13,NA
1345,2020,FSL158,6,ERNA10,16,NA
1346,2020,FSL158,6,DISP,19,NA
1347,2020,FSL158,6,ATTO,13,NA
1348,2020,FSL158,7,LETR5,5,NA
1349,2020,FSL158,7,LELA2,58,NA
1350,2020,FSL158,7,PHAU7,20,NA
1351,2020,FSL158,7,APCA,5,NA
1352,2020,FSL158,8,LETR5,15,NA
1353,2020,FSL158,8,DISP,9,NA
1354,2020,FSL158,8,ATTO,9,NA
1355,2020,FSL158,8,JUARL,2,NA
1356,2020,FSL158,9,LETR5,28,NA
1357,2020,FSL158,9,LELA2,3,NA
1358,2020,FSL158,9,ERNA10,38,NA
1359,2020,FSL158,10,LETR5,21,NA
1360,2020,FSL158,10,LELA2,69,NA
1361,2020,FSL158,10,ERNA10,1,NA
1362,2020,FSL158,10,DISP,6,NA
1363,2020,FSL158,11,LETR5,60,NA
1364,2020,FSL158,11,LELA2,23,NA
1365,2020,FSL158,11,ERNA10,12,NA
1366,2020,FSL158,12,LETR5,45,NA
1367,2020,FSL158,12,LELA2,25,NA
1368,2020,FSL158,12,ERNA10,2,NA
1369,2020,FSL158,12,DISP,1,NA
1370,2020,FSL158,12,JUARL,1,NA
1371,2020,FSL158,12,CAREX,2,NA
1372,2020,FSL158,13,LETR5,55,NA
1373,2020,FSL158,13,GLLE3,3,NA
1374,2020,FSL158,13,LELA2,35,NA
1375,2020,FSL158,13,ERNA10,2,NA
1376,2020,FSL161,1,SALA3,6,NA
1377,2020,FSL161,1,LETR5,14,NA
1378,2020,FSL161,1,DISP,2,NA
1379,2020,FSL161,1,POFR2,15,NA
1380,2020,FSL161,1,SATR12,1,NA
1381,2020,FSL161,2,LETR5,35,NA
1382,2020,FSL161,2,POFR2,22,NA
1383,2020,FSL161,3,ERNA10,11,NA
1384,2020,FSL161,3,LETR5,2,NA
1385,2020,FSL161,3,DISP,4,NA
1386,2020,FSL161,3,SAEX,3,NA
1387,2020,FSL161,4,ROWOU,21,NA
1388,2020,FSL161,4,GLLE3,3,NA
1389,2020,FSL161,4,ERNA10,2,NA
1390,2020,FSL161,4,LETR5,1,NA
1391,2020,FSL161,4,SAEX,12,NA
1392,2020,FSL161,5,SALA3,14,NA
1393,2020,FSL161,5,ROWOU,4,NA
1394,2020,FSL161,5,ERNA10,3,NA
1395,2020,FSL161,5,DISP,2,NA
1396,2020,FSL161,5,SAEX,36,NA
1397,2020,FSL161,6,SALA3,1,NA
1398,2020,FSL161,6,ROWOU,3,NA
1399,2020,FSL161,6,GLLE3,40,NA
1400,2020,FSL161,6,ERNA10,7,NA
1401,2020,FSL161,6,LETR5,2,NA
1402,2020,FSL161,7,ERNA10,3,NA
1403,2020,FSL161,7,LETR5,27,NA
1404,2020,FSL161,7,DISP,5,NA
1405,2020,FSL161,7,JUARL,25,NA
1406,2020,FSL161,8,POFR2,18,NA
1407,2020,FSL161,8,GLLE3,4,NA
1408,2020,FSL161,8,LETR5,2,NA
1409,2020,FSL161,8,ROWOU,26,NA
1410,2020,FSL161,8,JUARL,2,NA
1411,2020,FSL161,8,SPAI,3,NA
1412,2020,FSL161,8,DISP,2,NA
1413,2020,FSL161,8,ERNA10,1,NA
1414,2020,FSL161,8,SAEX,2,NA
1415,2020,FSL166,2,LETR5,1,NA
1416,2020,FSL166,2,DISP,25,NA
1417,2020,FSL166,2,SPAI,45,NA
1418,2020,FSL166,2,GLLE3,3,NA
1419,2020,FSL166,2,PYRA,1,NA
1420,2020,FSL166,2,ATTO,10,NA
1421,2020,FSL166,4,LETR5,15,NA
1422,2020,FSL166,4,DISP,6,NA
1423,2020,FSL166,4,JUARL,3,NA
1424,2020,FSL166,4,SPAI,28,NA
1425,2020,FSL166,4,PYRA,2,NA
1426,2020,FSL166,6,LETR5,29,NA
1427,2020,FSL166,6,DISP,47,NA
1428,2020,FSL166,6,JUARL,4,NA
1429,2020,FSL166,6,BAHY,2,NA
1430,2020,FSL166,8,DISP,39,NA
1431,2020,FSL166,8,GLLE3,2,NA
1432,2020,FSL166,8,SPAI,33,NA
1433,2020,FSL166,8,JUARL,1,NA
1434,2020,FSL166,8,LETR5,9,NA
1435,2020,FSL172,2,CHAL7,1,NA
1436,2020,FSL172,2,BAHY,2,NA
1437,2020,FSL172,2,LETR5,45,NA
1438,2020,FSL172,2,DISP,43,NA
1439,2020,FSL172,2,JUARL,4,NA
1440,2020,FSL172,4,LETR5,14,NA
1441,2020,FSL172,4,GLLE3,1,NA
1442,2020,FSL172,4,ROWOU,52,NA
1443,2020,FSL172,4,LELA2,8,NA
1444,2020,FSL172,4,HEAN3,2,NA
1445,2020,FSL172,4,JUARL,1,NA
1446,2020,FSL172,4,CAREX,3,NA
1447,2020,FSL172,4,CIAR4,3,NA
1448,2020,FSL172,4,SAEX,9,NA
1449,2020,FSL172,6,LETR5,6,NA
1450,2020,FSL172,6,DISP,4,NA
1451,2020,FSL172,6,SPAI,68,NA
1452,2020,FSL172,6,GLLE3,1,NA
1453,2020,FSL172,6,LELA2,3,NA
1454,2020,FSL172,6,ROWOU,2,NA
1455,2020,FSL172,8,SPAI,4,NA
1456,2020,FSL172,8,DISP,61,NA
1457,2020,FSL172,8,JUARL,2,NA
1458,2020,FSL172,8,LETR5,27,NA
1459,2020,FSL172,8,CHAL7,4,NA
1460,2020,FSL187,2,DISP,48,NA
1461,2020,FSL187,2,NIOC2,2,NA
1462,2020,FSL187,4,DISP,40,NA
1463,2020,FSL187,4,SPAI,10,NA
1464,2020,FSL187,6,DISP,29,NA
1465,2020,FSL187,6,SPAI,7,NA
1466,2020,FSL187,6,NIOC2,5,NA
1467,2020,FSL187,8,DISP,17,NA
1468,2020,FSL187,8,SPAI,11,NA
1469,2020,FSL187,10,DISP,4,NA
1470,2020,FSL187,10,SPAI,24,NA
1471,2020,FSL187,12,DISP,33,NA
1472,2020,FSL187,12,SPAI,23,NA
1473,2020,FSP004,2,SAVE4,28,NA
1474,2020,FSP004,2,ATTO,9,NA
1475,2020,FSP004,2,SATR12,1,NA
1476,2020,FSP004,4,JUARL,6,NA
1477,2020,FSP004,4,CYDA,16,NA
1478,2020,FSP004,4,SPAI,2,NA
1479,2020,FSP004,4,CAREX,9,NA
1480,2020,FSP004,4,ERNA10,1,NA
1481,2020,FSP004,4,MEOF,12,NA
1482,2020,FSP004,4,HOJU,2,NA
1483,2020,FSP004,6,SAVE4,13,NA
1484,2020,FSP004,6,ATTO,2,NA
1485,2020,FSP004,6,SPAI,1,NA
1486,2020,FSP004,6,ERNA10,1,NA
1487,2020,FSP004,8,ATTO,14,NA
1488,2020,FSP004,8,SAVE4,3,NA
1489,2020,FSP004,10,ATTO,4,NA
1490,2020,FSP004,10,SAVE4,6,NA
1491,2020,FSP004,10,SPAI,7,NA
1492,2020,FSP004,10,ERNA10,2,NA
1493,2020,FSP004,12,ATTO,1,NA
1494,2020,FSP004,12,SAVE4,16,NA
1495,2020,FSP004,12,SPAI,1,NA
1496,2020,FSP004,12,ATCO,1,NA
1497,2020,FSP004,14,ATTO,7,NA
1498,2020,FSP004,14,SAVE4,11,NA
1499,2020,FSP004,14,ERNA10,3,NA
1500,2020,FSP004,16,ERNA10,28,NA
1501,2020,FSP006,2,ATTO,11,NA
1502,2020,FSP006,2,SPAI,5,NA
1503,2020,FSP006,2,SAVE4,6,NA
1504,2020,FSP006,4,ATTO,1,NA
1505,2020,FSP006,4,SPAI,11,NA
1506,2020,FSP006,4,SAVE4,4,NA
1507,2020,FSP006,4,ERNA10,3,NA
1508,2020,FSP006,6,SPAI,2,NA
1509,2020,FSP006,6,SAVE4,18,NA
1510,2020,FSP015,2,SPAI,5,NA
1511,2020,FSP015,2,ERNA10,2,NA
1512,2020,FSP015,2,ARTR2,3,NA
1513,2020,FSP015,4,SPAI,3,NA
1514,2020,FSP015,4,ATTO,8,NA
1515,2020,FSP015,4,ERNA10,1,NA
1516,2020,FSP015,6,SPAI,1,NA
1517,2020,FSP015,6,ATTO,3,NA
1518,2020,FSP015,6,SAVE4,7,NA
1519,2020,FSP015,8,SPAI,4,NA
1520,2020,FSP015,8,SAVE4,6,NA
1521,2020,FSP015,8,ATTO,8,NA
1522,2020,FSP015,10,SPAI,2,NA
1523,2020,FSP015,10,SAVE4,8,NA
1524,2020,FSP015,10,ATCO,1,NA
1525,2020,FSP015,12,SPAI,3,NA
1526,2020,FSP015,12,SAVE4,4,NA
1527,2020,FSP015,12,ATTO,3,NA
1528,2020,FSP015,12,SATR12,1,NA
1529,2020,FSP015,14,SPAI,8,NA
1530,2020,FSP015,14,CAREX,1,NA
1531,2020,FSP020,2,ATTO,4,NA
1532,2020,FSP020,4,ARTR2,4,NA
1533,2020,FSP020,4,SATR12,3,NA
1534,2020,FSP020,6,ATTO,7,NA
1535,2020,FSP020,8,ATTO,1,NA
1536,2020,FSP020,8,SATR12,2,NA
1537,2020,FSP020,10,ATTO,1,NA
1538,2020,FSP020,10,SUMO,2,NA
1539,2020,FSP020,12,SAVE4,2,NA
1540,2020,FSP020,12,ATTO,4,NA
1541,2020,FSP020,12,SUMO,2,NA
1542,2020,FSP020,12,ARTR2,3,NA
1543,2020,FSP020,14,SAVE4,19,NA
1544,2020,FSP020,14,ATTO,1,NA
1545,2020,FSP020,14,ERNA10,5,NA
1546,2020,FSP020,16,ERNA10,13,NA
1547,2020,FSP020,16,ATTO,6,NA
1548,2020,IND011,2,ERNA10,3,NA
1549,2020,IND011,2,SPAI,44,NA
1550,2020,IND011,4,LETR5,4,NA
1551,2020,IND011,4,ERNA10,25,NA
1552,2020,IND011,4,ATTO,1,NA
1553,2020,IND011,4,DISP,7,NA
1554,2020,IND011,4,SAEX,3,NA
1555,2020,IND011,4,GLLE3,1,NA
1556,2020,IND011,4,SPAI,1,NA
1557,2020,IND011,4,ELAN,1,NA
1558,2020,IND011,6,ERNA10,4,NA
1559,2020,IND011,6,ATTO,1,NA
1560,2020,IND011,6,DISP,1,NA
1561,2020,IND011,6,GLLE3,3,NA
1562,2020,IND011,6,SPAI,31,NA
1563,2020,IND011,6,CASTI2,5,NA
1564,2020,IND011,8,ERNA10,19,NA
1565,2020,IND011,8,SPAI,14,NA
1566,2020,IND011,8,ATTO,8,NA
1567,2020,IND011,8,DISP,2,NA
1568,2020,IND011,10,ERNA10,14,NA
1569,2020,IND011,10,SPAI,23,NA
1570,2020,IND011,10,ASTRA,2,NA
1571,2020,IND011,10,SAEX,1,NA
1572,2020,IND011,10,GLLE3,4,NA
1573,2020,IND011,10,ATTO,2,NA
1574,2020,IND011,10,DISP,1,NA
1575,2020,IND011,12,ERNA10,22,NA
1576,2020,IND011,12,SPAI,15,NA
1577,2020,IND011,12,GLLE3,1,NA
1578,2020,IND011,12,ATTO,1,NA
1579,2020,IND011,12,DISP,2,NA
1580,2020,IND019,2,ERNA10,4,NA
1581,2020,IND019,2,SPAI,15,NA
1582,2020,IND019,2,ASLE8,26,NA
1583,2020,IND019,2,GLLE3,1,NA
1584,2020,IND019,2,ATTO,2,NA
1585,2020,IND019,2,ROWOU,13,NA
1586,2020,IND019,4,ERNA10,12,NA
1587,2020,IND019,4,SPAI,2,NA
1588,2020,IND019,4,GLLE3,6,NA
1589,2020,IND019,4,ATTO,15,NA
1590,2020,IND019,4,DISP,13,NA
1591,2020,IND019,4,SAEX,5,NA
1592,2020,IND019,6,ERNA10,14,NA
1593,2020,IND019,6,SPAI,16,NA
1594,2020,IND019,6,ASLE8,8,NA
1595,2020,IND019,6,GLLE3,5,NA
1596,2020,IND019,6,ATTO,1,NA
1597,2020,IND019,8,SPAI,24,NA
1598,2020,IND019,8,ERNA10,2,NA
1599,2020,IND019,8,ASLE8,3,NA
1600,2020,IND019,8,DISP,1,NA
1601,2020,IND019,8,ATTO,1,NA
1602,2020,IND019,10,SPAI,16,NA
1603,2020,IND019,10,ERNA10,8,NA
1604,2020,IND019,10,ASLE8,6,NA
1605,2020,IND019,10,DISP,1,NA
1606,2020,IND019,10,JUARL,1,NA
1607,2020,IND019,10,ATTO,1,NA
1608,2020,IND019,12,SPAI,19,NA
1609,2020,IND019,12,ERNA10,4,NA
1610,2020,IND019,12,ASLE8,2,NA
1611,2020,IND019,12,LETR5,18,NA
1612,2020,IND019,12,JUARL,2,NA
1613,2020,IND019,12,GLLE3,1,NA
1614,2020,IND021,2,ERNA10,26,NA
1615,2020,IND021,2,DISP,4,NA
1616,2020,IND021,4,ERNA10,24,NA
1617,2020,IND021,4,SAEX,2,NA
1618,2020,IND021,4,GLLE3,2,NA
1619,2020,IND021,6,ERNA10,28,NA
1620,2020,IND021,6,LETR5,1,NA
1621,2020,IND021,6,DISP,9,NA
1622,2020,IND021,6,SAEX,3,NA
1623,2020,IND021,6,ROWOU,4,NA
1624,2020,IND021,6,GLLE3,4,NA
1625,2020,IND021,8,LETR5,4,NA
1626,2020,IND021,8,DISP,1,NA
1627,2020,IND021,8,GLLE3,1,NA
1628,2020,IND021,8,ROWOU,2,NA
1629,2020,IND021,8,ERNA10,35,NA
1630,2020,IND021,8,MALE3,3,NA
1631,2020,IND021,8,GRAM,1,NA
1632,2020,IND021,8,SPAI,3,NA
1633,2020,IND021,10,LETR5,16,NA
1634,2020,IND021,10,SAEX,23,NA
1635,2020,IND021,10,DISP,4,NA
1636,2020,IND021,10,GLLE3,1,NA
1637,2020,IND021,10,JUARL,4,NA
1638,2020,IND021,10,ASFA,2,NA
1639,2020,IND021,10,ROWOU,4,NA
1640,2020,IND021,10,ERNA10,10,NA
1641,2020,IND021,10,TARA,1,NA
1642,2020,IND021,12,LETR5,7,NA
1643,2020,IND021,12,SAEX,5,NA
1644,2020,IND021,12,DISP,13,NA
1645,2020,IND021,12,GLLE3,24,NA
1646,2020,IND021,12,ERNA10,19,NA
1647,2020,IND021,12,TARA,3,NA
1648,2020,IND021,12,ATTO,1,NA
1649,2020,IND021,12,MALE3,1,NA
1650,2020,IND021,12,HEAN3,1,NA
1651,2020,IND021,14,LETR5,1,NA
1652,2020,IND021,14,DISP,6,NA
1653,2020,IND021,14,ERNA10,34,NA
1654,2020,IND021,14,GRAM,1,NA
1655,2020,IND021,14,SPAI,1,NA
1656,2020,IND024,2,SPAI,51,NA
1657,2020,IND024,2,ATTO,3,NA
1658,2020,IND024,4,DISP,3,NA
1659,2020,IND024,4,ATTO,38,NA
1660,2020,IND024,4,ERNA10,5,NA
1661,2020,IND024,6,SPAI,13,NA
1662,2020,IND024,6,DISP,18,NA
1663,2020,IND024,6,ATTO,1,NA
1664,2020,IND024,6,SALA3,10,NA
1665,2020,IND024,6,SAEX,1,NA
1666,2020,IND024,8,SPAI,1,NA
1667,2020,IND024,8,GLLE3,1,NA
1668,2020,IND024,8,DISP,11,NA
1669,2020,IND024,8,ERNA10,16,NA
1670,2020,IND024,8,ATTO,15,NA
1671,2020,IND024,10,SPAI,8,NA
1672,2020,IND024,10,ERNA10,14,NA
1673,2020,IND024,10,ARTR2,4,NA
1674,2020,IND024,12,SPAI,4,NA
1675,2020,IND024,12,ERNA10,15,NA
1676,2020,IND024,12,SATR12,1,NA
1677,2020,IND024,14,SPAI,24,NA
1678,2020,IND024,14,GLLE3,3,NA
1679,2020,IND024,14,DISP,2,NA
1680,2020,IND024,14,SAGO,1,NA
1681,2020,IND024,14,JUARL,2,NA
1682,2020,IND024,14,ERNA10,2,NA
1683,2020,IND024,16,DISP,15,NA
1684,2020,IND024,16,ATTO,5,NA
1685,2020,IND024,16,SPAI,16,NA
1686,2020,IND024,16,JUARL,4,NA
1687,2020,IND024,16,ERNA10,3,NA
1688,2020,IND024,16,PYRA,1,NA
1689,2020,IND024,16,STEPH,2,NA
1690,2020,IND024,16,BAHY,1,NA
1691,2020,IND024,18,PHRAG,7,NA
1692,2020,IND024,18,IVAX,2,NA
1693,2020,IND024,18,DISP,12,NA
1694,2020,IND024,18,ATTO,16,NA
1695,2020,IND026,2,ARTR2,25,NA
1696,2020,IND026,2,ERNA10,6,NA
1697,2020,IND026,2,SPAI,8,NA
1698,2020,IND026,4,ATTO,10,NA
1699,2020,IND026,4,ARTR2,21,NA
1700,2020,IND026,4,ERNA10,4,NA
1701,2020,IND026,4,ATCA2,1,NA
1702,2020,IND026,6,ATTO,7,NA
1703,2020,IND026,6,ARTR2,40,NA
1704,2020,IND026,6,GLLE3,3,NA
1705,2020,IND026,8,ATTO,8,NA
1706,2020,IND026,8,ARTR2,2,NA
1707,2020,IND026,8,SPAI,3,NA
1708,2020,IND026,10,ARTR2,27,NA
1709,2020,IND026,10,SPAI,4,NA
1710,2020,IND026,10,GLLE3,1,NA
1711,2020,IND026,12,ATTO,27,NA
1712,2020,IND026,12,ARTR2,9,NA
1713,2020,IND026,14,ATTO,13,NA
1714,2020,IND026,14,ARTR2,24,NA
1715,2020,IND026,16,IVAX,10,NA
1716,2020,IND026,16,AMAC2,1,NA
1717,2020,IND026,16,ATTO,24,NA
1718,2020,IND026,16,BAHY,1,NA
1719,2020,IND026,16,DAWR2,2,NA
1720,2020,IND029,2,ATPO,33,NA
1721,2020,IND029,4,GLLE3,3,NA
1722,2020,IND029,4,ARTR2,24,NA
1723,2020,IND029,6,ARTR2,4,NA
1724,2020,IND029,6,ATPO,7,NA
1725,2020,IND029,6,ATTO,12,NA
1726,2020,IND029,6,DISP,1,NA
1727,2020,IND035,2,SPAI,23,NA
1728,2020,IND035,2,GLLE3,10,NA
1729,2020,IND035,2,DISP,2,NA
1730,2020,IND035,2,ERNA10,3,NA
1731,2020,IND035,2,SAVE4,2,NA
1732,2020,IND035,2,STPA4,1,NA
1733,2020,IND035,4,SPAI,11,NA
1734,2020,IND035,4,GLLE3,4,NA
1735,2020,IND035,4,DISP,41,NA
1736,2020,IND035,4,PYRA,1,NA
1737,2020,IND035,4,ALOC2,1,NA
1738,2020,IND035,6,SPAI,27,NA
1739,2020,IND035,6,ERNA10,2,NA
1740,2020,IND035,6,STPA4,1,NA
1741,2020,IND035,8,SPAI,18,NA
1742,2020,IND035,8,ATTO,1,NA
1743,2020,IND035,8,ERNA10,7,NA
1744,2020,IND035,10,SPAI,10,NA
1745,2020,IND035,10,ATTO,14,NA
1746,2020,IND035,10,ERNA10,7,NA
1747,2020,IND035,10,GLLE3,4,NA
1748,2020,IND035,10,IVAX,2,NA
1749,2020,IND035,10,MALE3,1,NA
1750,2020,IND035,10,DISP,1,NA
1751,2020,IND064,2,DISP,25,NA
1752,2020,IND064,2,HECU3,3,NA
1753,2020,IND064,2,ATTO,1,NA
1754,2020,IND064,2,GLLE3,4,NA
1755,2020,IND064,2,SPAI,5,NA
1756,2020,IND064,4,DISP,5,NA
1757,2020,IND064,4,HECU3,1,NA
1758,2020,IND064,4,ATTO,7,NA
1759,2020,IND064,4,GLLE3,1,NA
1760,2020,IND064,4,SPAI,14,NA
1761,2020,IND064,4,ERNA10,18,NA
1762,2020,IND064,4,LETR5,2,NA
1763,2020,IND064,6,DISP,23,NA
1764,2020,IND064,6,ATTO,9,NA
1765,2020,IND064,6,SPAI,5,NA
1766,2020,IND064,6,TARA,2,NA
1767,2020,IND064,8,ATTO,20,NA
1768,2020,IND064,8,DISP,36,NA
1769,2020,IND067,2,SPAI,2,NA
1770,2020,IND067,2,DISP,7,NA
1771,2020,IND067,2,ATTO,18,NA
1772,2020,IND067,4,SUMO,2,NA
1773,2020,IND067,4,DISP,5,NA
1774,2020,IND067,4,ATTO,21,NA
1775,2020,IND067,4,MALE3,2,NA
1776,2020,IND067,6,SPAI,13,NA
1777,2020,IND067,6,SUMO,5,NA
1778,2020,IND067,6,DISP,2,NA
1779,2020,IND067,6,ATTO,7,NA
1780,2020,IND067,8,ATTO,21,NA
1781,2020,IND067,8,SPAI,6,NA
1782,2020,IND067,8,ERNA10,1,NA
1783,2020,IND067,8,MALE3,1,NA
1784,2020,IND067,8,TARA,3,NA
1785,2020,IND067,8,LETR5,1,NA
1786,2020,IND067,10,ATTO,19,NA
1787,2020,IND067,10,SPAI,1,NA
1788,2020,IND067,12,ATTO,16,NA
1789,2020,IND067,12,DISP,1,NA
1790,2020,IND067,12,SPAI,3,NA
1791,2020,IND067,12,ERNA10,2,NA
1792,2020,IND067,14,ATTO,18,NA
1793,2020,IND067,14,SUMO,5,NA
1794,2020,IND067,14,DISP,4,NA
1795,2020,IND067,14,SPAI,9,NA
1796,2020,IND067,14,ERNA10,2,NA
1797,2020,IND067,14,MALE3,6,NA
1798,2020,IND067,16,ATTO,12,NA
1799,2020,IND067,16,SPAI,3,NA
1800,2020,IND067,18,ATTO,4,NA
1801,2020,IND067,18,ERNA10,2,NA
1802,2020,IND067,18,MALE3,1,NA
1803,2020,IND067,18,SPAI,1,NA
1804,2020,IND067,18,DISP,2,NA
1805,2020,IND087,2,SPAI,9,NA
1806,2020,IND087,2,ATTO,7,NA
1807,2020,IND087,2,ERNA10,3,NA
1808,2020,IND087,2,JUARL,1,NA
1809,2020,IND087,4,SPAI,16,NA
1810,2020,IND087,4,ATTO,9,NA
1811,2020,IND087,4,ERNA10,2,NA
1812,2020,IND087,4,DISP,4,NA
1813,2020,IND087,6,SPAI,4,NA
1814,2020,IND087,6,ATTO,22,NA
1815,2020,IND087,6,ERNA10,7,NA
1816,2020,IND087,6,DISP,3,NA
1817,2020,IND087,6,SAVE4,2,NA
1818,2020,IND087,6,SUMO,1,NA
1819,2020,IND087,8,ATTO,6,NA
1820,2020,IND087,8,SUMO,2,NA
1821,2020,IND087,8,SPAI,2,NA
1822,2020,IND087,8,ERNA10,8,NA
1823,2020,IND087,8,GLLE3,3,NA
1824,2020,IND087,8,SAVE4,1,NA
1825,2020,IND087,8,DISP,1,NA
1826,2020,IND087,8,JUARL,2,NA
1827,2020,IND087,10,ATTO,13,NA
1828,2020,IND087,10,SUMO,5,NA
1829,2020,IND087,10,SPAI,4,NA
1830,2020,IND087,10,ERNA10,10,NA
1831,2020,IND087,10,GLLE3,5,NA
1832,2020,IND087,10,SAVE4,2,NA
1833,2020,IND087,12,ATTO,4,NA
1834,2020,IND087,12,SUMO,7,NA
1835,2020,IND087,12,SPAI,8,NA
1836,2020,IND087,12,ERNA10,4,NA
1837,2020,IND087,12,SAVE4,1,NA
1838,2020,IND087,12,DISP,1,NA
1839,2020,IND096,2,ERNA10,18,NA
1840,2020,IND096,2,ATTO,7,NA
1841,2020,IND096,2,SAVE4,1,NA
1842,2020,IND096,2,SPAI,3,NA
1843,2020,IND096,4,ERNA10,8,NA
1844,2020,IND096,4,ATTO,6,NA
1845,2020,IND096,4,DISP,3,NA
1846,2020,IND096,4,GLLE3,1,NA
1847,2020,IND096,6,ERNA10,8,NA
1848,2020,IND096,6,ATTO,12,NA
1849,2020,IND096,6,DISP,1,NA
1850,2020,IND096,6,GLLE3,1,NA
1851,2020,IND096,6,SAVE4,3,NA
1852,2020,IND096,6,SPAI,5,NA
1853,2020,IND096,6,SUMO,1,NA
1854,2020,IND096,8,ERNA10,7,NA
1855,2020,IND096,8,ATTO,24,NA
1856,2020,IND096,8,SUMO,13,NA
1857,2020,IND096,10,GLLE3,2,NA
1858,2020,IND096,10,ERNA10,15,NA
1859,2020,IND096,10,ATTO,10,NA
1860,2020,IND096,12,GLLE3,6,NA
1861,2020,IND096,12,ERNA10,20,NA
1862,2020,IND096,12,SPAI,10,NA
1863,2020,IND096,12,ATTO,7,NA
